0, 934.20
1, 930.80
2, 932.90
3, 932.20
4, 932.70
5, 932.60
6, 932.70
7, 932.80
8, 932.90
9, 934.50
10, 932.60
11, 933.90
12, 933.10
13, 932.90
14, 932.60
15, 932.70
16, 932.90
17, 933.00
18, 932.70
19, 933.00
20, 932.90
21, 932.90
22, 933.80
23, 931.20
24, 931.80
25, 931.90
26, 931.00
27, 930.60
28, 930.20
29, 928.80
30, 926.70
31, 926.10
32, 925.00
33, 923.90
34, 922.00
35, 919.80
36, 918.20
37, 915.10
38, 911.70
39, 909.80
40, 908.70
41, 906.50
42, 902.20
43, 899.10
44, 897.30
45, 895.00
46, 892.80
47, 889.90
48, 887.70
49, 885.30
50, 882.00
51, 879.80
52, 878.00
53, 875.10
54, 873.00
55, 870.40
56, 868.30
57, 865.90
58, 862.00
59, 861.30
60, 856.30
61, 856.40
62, 852.20
63, 851.00
64, 847.70
65, 844.90
66, 843.70
67, 841.00
68, 839.50
69, 834.00
70, 830.90
71, 827.30
72, 826.00
73, 821.30
74, 820.00
75, 815.60
76, 813.80
77, 810.30
78, 807.00
79, 803.70
80, 800.50
81, 798.60
82, 796.00
83, 793.60
84, 788.40
85, 787.00
86, 784.60
87, 781.00
88, 777.80
89, 775.60
90, 773.20
91, 770.10
92, 766.20
93, 765.00
94, 762.90
95, 758.00
96, 755.30
97, 753.30
98, 750.00
99, 748.90
100, 745.00
101, 742.60
102, 738.00
103, 736.30
104, 732.30
105, 730.50
106, 727.00
107, 722.90
108, 720.10
109, 717.00
110, 714.40
111, 711.00
112, 708.10
113, 705.00
114, 702.20
115, 699.00
116, 696.80
117, 691.90
118, 689.50
119, 684.80
120, 683.10
121, 680.20
122, 677.30
123, 673.90
124, 671.00
125, 668.00
126, 664.10
127, 661.00
128, 659.80
129, 655.00
130, 653.40
131, 650.60
132, 648.00
133, 645.90
134, 642.90
135, 640.40
136, 639.20
137, 638.60
138, 639.60
139, 640.90
140, 645.00
141, 648.00
142, 652.90
143, 657.00
144, 661.90
145, 668.20
146, 671.00
147, 675.00
148, 675.20
149, 674.60
150, 672.40
151, 669.90
152, 664.70
153, 660.10
154, 657.20
155, 651.20
156, 646.00
157, 640.80
158, 636.00
159, 631.60
160, 628.70
161, 626.50
162, 627.40
163, 631.60
164, 637.00
165, 641.90
166, 647.40
167, 653.00
168, 659.90
169, 667.50
170, 672.00
171, 678.30
172, 677.30
173, 676.00
174, 673.20
175, 670.50
176, 664.30
177, 660.60
178, 657.90
179, 651.10
180, 646.00
181, 639.80
182, 634.60
183, 630.10
184, 627.00
185, 624.90
186, 626.50
187, 630.40
188, 636.80
189, 641.90
190, 647.70
191, 654.20
192, 660.50
193, 668.90
194, 673.90
195, 679.60
196, 678.50
197, 676.00
198, 675.30
199, 671.00
200, 664.70
201, 660.90
202, 657.40
203, 650.40
204, 644.30
205, 638.80
206, 632.10
207, 626.50
208, 626.10
209, 625.60
210, 628.90
211, 633.50
212, 640.40
213, 647.00
214, 653.00
215, 661.30
216, 670.00
217, 677.30
218, 680.00
219, 679.00
220, 678.70
221, 676.00
222, 671.20
223, 665.00
224, 660.70
225, 654.00
226, 647.30
227, 640.00
228, 632.00
229, 627.00
230, 624.10
231, 624.40
232, 628.20
233, 632.00
234, 640.00
235, 647.00
236, 653.70
237, 662.00
238, 671.60
239, 679.60
240, 681.00
241, 681.30
242, 680.00
243, 677.00
244, 670.30
245, 664.20
246, 660.00
247, 651.90
248, 643.10
249, 634.90
250, 627.10
251, 621.10
252, 620.60
253, 622.80
254, 627.00
255, 635.60
256, 642.70
257, 651.00
258, 659.60
259, 669.90
260, 679.00
261, 682.10
262, 682.30
263, 681.10
264, 678.70
265, 673.20
266, 665.50
267, 660.70
268, 652.10
269, 643.20
270, 633.20
271, 626.10
272, 620.70
273, 619.30
274, 620.80
275, 625.10
276, 631.90
277, 642.60
278, 649.60
279, 660.40
280, 670.50
281, 680.90
282, 682.30
283, 685.10
284, 683.40
285, 679.30
286, 672.50
287, 665.00
288, 660.60
289, 649.00
290, 639.90
291, 627.10
292, 621.40
293, 619.40
294, 620.10
295, 621.90
296, 629.60
297, 640.00
298, 648.30
299, 659.60
300, 671.00
301, 682.60
302, 683.90
303, 686.40
304, 685.10
305, 681.00
306, 672.50
307, 665.70
308, 659.60
309, 647.50
310, 636.60
311, 625.10
312, 618.50
313, 616.40
314, 618.90
315, 620.80
316, 628.40
317, 639.80
318, 648.80
319, 659.50
320, 672.00
321, 682.80
322, 685.90
323, 690.10
324, 690.60
325, 689.90
326, 685.50
327, 685.30
328, 684.90
329, 680.00
330, 674.70
331, 671.00
332, 668.00
333, 664.10
334, 662.00
335, 660.00
336, 659.00
337, 657.00
338, 657.00
339, 656.90
340, 657.00
341, 657.00
342, 657.00
343, 657.10
344, 657.40
345, 657.30
346, 657.10
347, 657.40
348, 657.00
349, 658.00
350, 656.70
351, 657.40
352, 656.70
353, 657.30
354, 657.20
355, 657.40
356, 657.10
357, 657.10
358, 657.10
359, 657.00
360, 657.30
361, 657.00
